VIOLATION_ID,ORG_ID,VIOLATION_TYPE,VIOLATION_DESC,VIOLATION_TEXT,REMEDIAL_TEXT,TABLE_NAME,EXPIRED_FLAG,DATE_EXPIRED,CREATED_BY,DATE_CREATED,MODIFIED_BY,DATE_MODIFIED,FEE_SETUP_ID
686,1,CAP25,UNSTOP THE DRAIN ON THE LAVATORY BASIN,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
687,1,CAP26,UNSTOP THE DRAIN ON THE BATHTUB,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
688,1,CAP27,UNSTOP THE DRAIN ON THE SHOWER,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
689,1,CAP28,UNSTOP THE DRAIN / FLUSH WATER CLOSET,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
690,1,CAP29,DAMAGED FLUSH WATER CLOSET SEAT,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
691,1,CAP30,DAMAGED BUILDING DRAIN,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
692,1,CAP31,EXTEND THE VENTS A MINIMUM OF 6”,-Properly extend the vents a minimum of 6” above the roof.,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
693,1,CAP32,DEFECTIVE SUMP PUMP,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
694,1,CAP33,TRAP FOR THE WASHING MACHINE DRAIN,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
695,1,CAP34,CONNECT WASHING MACHINE DRAIN,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
696,1,CAP35,BROKEN TOP ON THE FLUSH WATER CLOSET,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
697,1,CAP36,MISSING TOP ON THE FLUSH WATER CLOSET,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
698,1,CAP37,DAMAGED OR LEAKING AERATOR SPRAYER,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
699,1,CAP38,DAMAGED PLUMBING WATER SUPPLY LINES,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
700,1,CAP39,DAMAGED COUNTER TOP WORK SURFACE,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
701,1,CAP40,OUTSIDE WATER FAUCET HANDLE AND FIXTURE,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
702,1,CAP41,DAMAGED CLEAN OUT PLUG ON SEWER LINE,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
703,1,CAP42,DAMAGED DRAIN LINES UNDER THE HOUSE,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
704,1,CAP43,VENT TO THE OUTSIDE FOR THE DRYER,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
705,1,CAP44,FAUCETS FOR THE WASHING MACHINE,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
706,1,CAP45,UNSTOP THE WASHING MACHINE DRAIN,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
707,1,CAP46,RE-SECURE THE WATER CLOSET TO THE FLOOR,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
708,1,CAP47,VENT FOR THE WATER CLOSET,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
709,1,CAP48,OTHER PLUMBING DEFECTS,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
710,1,CAP50,EXHAUST FAN,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
711,1,CAP51,PLUMBING EMPLOYEE FACILITIES,"16.24.410.D - A minimum of one water closet, one lavatory, and one drinking facility shall be available to employees.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
712,1,CAST01,ROOF LEAKING,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
713,1,CAST02,RAISE SAGGING ROOF TO ORIGINAL POSITION,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
714,1,CAST03,REPLACE ENTIRE ROOF COVERING,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
715,1,CAST04,MISSING AND DEFECTIVE SIDING,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
716,1,CAST05,EXTERIOR (BRICK VENEER-STONE) WALLS,"-Repair exterior (brick veneer-stone) walls, replace all loose or missing mortar joints so as to be weather tight and water tight.",,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
717,1,CAST06,DAMAGED (FRONT OR REAR) PORCH CEILING,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
718,1,CAST07,OVERHAUL PORCH OR STEPS,Err:508,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
719,1,CAST08,CONCRETE PORCH AND STEPS,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
720,1,CAST10,"CORNICES, EAVES, STAIRS, PORCH COLUMNS",Err:508,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
721,1,CAST14,"ROTTED OR DEFECTIVE SHEATHING, RAFTERS",Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
722,1,CAST15,"MORTAR JOINTS OF CHIMNEYS, MISSING BRICK",Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
723,1,CAST16,UNSAFE PARTS OF CHIMNEY,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
724,1,CAST17,BROKEN WINDOW GLASS,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
725,1,CAST18,OVERHAUL WINDOWS,"-Overhaul windows; provide sound glass, sash, frames, sills, window facings, window guides and restore to good working condition.  NOTE: windows must be able to stay up in a fixed position without the support of a stick or other means to keep it up.",,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
726,1,CAST19,SCREENS FOR ALL WINDOWS AND DOORS,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
727,1,CAST20,DAMAGED SCREENS,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
728,1,CAST21,MISSING DOWNSPOUTS,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
729,1,CAST22,RUSTED AND DEFECTIVE GUTTERS DOWNSPOUTS,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
730,1,CAST23,"UNDERPINNING, HATCHWAY, EXTERIOR DOORS",Err:508,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
731,1,CAST24,PAINT EXTERIOR,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
732,1,CAST24B,EXTERIOR PAINT,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
733,1,CAST25,"DAMAGED INTERIOR WALLS, CEILINGS, FLOORS","-Replace or repair all damaged interior walls, ceilings, floors, doors and woodwork; paint, paper or otherwise provide a clean finish for all walls, ceilings, doors and woodwork.",,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
734,1,CAST26,CLEAN FINISH FOR ALL WALLS CEILINGS DOOR,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
735,1,CAST27,"BROKEN, LOOSE AND MISSING PLASTER",Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
736,1,CAST28,CEILING: LOOSE AND MISSING,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
737,1,CAST31,"ROTTED, MISSING OR DEFECTIVE FLOORING",Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
738,1,CAST32,RAISE AND LEVEL FLOORS,-Raise and level floors; provide sound floor joists and piers where needed.,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
739,1,CAST33,SAND AND REFINISH FLOOR SURFACES,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
740,1,CAST34,FLOOR COVERING,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
741,1,CAST35,HANDRAILS,"-Provide handrails for (stairway to basement; attic, upstairs bedrooms, from porch steps). NOTE: Handrail is required on one side of a stairway of three (3) or more risers.   Porches located more than thirty (30) inches above the floor or grade below shal",,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
742,1,CAST36,BANISTER SECURING HANDRAIL,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
743,1,CAST37,BROKEN AND WOOD STAIR TREADS,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
744,1,CAST38,DAMAGED INTERIOR DOOR,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
745,1,CAST39,MISSING HARDWARE,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
746,1,CAST40,OVERHAUL FRAME,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
747,1,CAST42,"RODENTS, INFESTATION AND VERMIN",Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
748,1,CAST44,REGULATION GARBAGE CONTAINER,-Provide metal regulation garbage container with cover not to exceed thirty (30) gallon capacity.,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
749,1,CAST45,YARD AREA,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
750,1,CAST46,"REPAIR FENCES, SHEDS, GARAGES","-Substantially repair (fences, sheds, garages) (be specific of what you want done like: replace rotted fence post, planks, rusted fence wire or broken wire; replace or repair defective siding.  Repair doors, repair roof where leaking and paint all exterio",,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
751,1,CAST48,"REMOVE DILAPIDATED FENCES, SHED, GARAGE",Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
752,1,CAST49,REMOVE JUNK,"-Remove (used lumber, debris, refrigerator, abandoned furniture, stove, dead tree limbs, or junk or abandoned car or truck) from property within ten (10) days upon receipt of this report. ",,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
753,1,CAST51,REMOVE COMBUSTIBLE MATERIAL,-Remove all combustible materials -within ten (10) days upon receipt of this report.,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
754,1,CAST52,FAILURE TO REPAIR,"The owner, party in interest, lessee, agent, or person or entity in control of such dwelling or structure that is unfit for",,,,,,,,,
"human occupation or use, upon failure or refusal to comply with a notice to repair, alter, improve, vacate and close,",,,,,,,,,,,,,
"remove or demolish, such dwelling or structure, shall be guilty of a misdemeanor and subject to the penalties prescribed in this code.  16.24.660",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
755,1,CAZZ_SGN_PROHBHARM,PROHIBITED SIGN - HARMFUL,Section 17.32.050 (R ) - Prohibited Signs (Harmful): signs displaying copy that is harmful to minors as defined by this title.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
756,1,HD1032120,APPROVED GARBAGE & TRASH CONTAINERS,,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
757,1,HD1032130,ACCUMUALTION OF GARBAGE & TRASH,,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
758,1,HD1032140,"ACCUMUALTION OF LUMBER, BOXES, BARRELS",,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
759,1,HD1032160,STAGNANT WATER COLLECTION,,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
760,1,HD10360201,"DIRT, FILTH, RUBBISH & GARBAGE",,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
761,1,HD10360202,VERMIN AND RODENT INFESTATION,,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
762,1,HD10360203,EXCESS VEGETATION,,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
763,1,HD10360204,CLEAN AMINAL AREAS,,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
764,1,HD1572020,SEWAGE ON GROUND,,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
765,1,HD157240,IMPROPER MAINT SEWAGE DISPOSAL SYSTEM,,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
766,1,HD1624110,FAULTY PLUMBING,,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
767,1,HDPM_GT_RATS,RAT HARBORAGE GARBAGE,MCL Chapter 10.32.130 – Permitting garbage and trash to accumulate creating food and harborage for rats.  To clean premises of all garbage and trash.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
768,1,HDPM_JTD,JUNK TRASH RAT HARBORAGE,"MCL Chapter 10.32.140 - Permitting lumber, junk, barrels, boxes, bricks or other similar materials to accumulate on any premises, vacant lots or alley, creating a possible rat harborage.  To clean premises of all lumber, junk, trash, barrels, bricks or other similar materials.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
769,1,HDPM_STAG,STAGNANT WATER,"MCL Chapter 10.32.160 – The chief medical director may order the person in ownership or control of any property or facility storing tires where stagnant water may collect to eliminate the collection of water in the tires and employ other adequate measures to prevent the breeding or harborage of insects, rodents and other pests.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
770,1,HDPM_VERM,VERMIN,"MCL Chapter 10.36.020 a -  Every dwelling and every part of premises shall be kept clean and free from any accumulation of dirt, filth, rubbish, garbage or similar matter and shall be kept free from vermin or rodent infestation.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
771,1,HDVIOL,VEGETATION VIOLATION,,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
772,1,CAAA_STRP_PERMIT,STRP Permit Required,Section 6.28.030 ( C) STRP Permit Required: No person or entity shall operate a STRP or advertise a residential property for use as a STRP without the owner of the property first having obtained a STRP permit issued by the department of codes administration.,NULL,NULL,N,NULL,562,15:18.7,NULL,NULL,NULL
773,1,CAAZ_STRP_Excess BR,Excess Bedrooms,"Section 6.28.030 (A) Short Term Rental Property: A. For purposes of this section, “Short Term Rental Property (STRP)” means a residential dwelling unit containing not more than four sleeping rooms that is used and/or advertised for rent for transient occupancy by guests as those terms are defined in Section 5.12.010 of the metropolitan code.",NULL,NULL,N,NULL,562,16:10.5,NULL,NULL,NULL
774,1,CAAZ_STRP_PERTYP_OOC,Owner Occupied Permit Violation,"Section 6.28.030 (B) Owner Occupied: For purposes of this section, “owner-occupied” means the owner of the property permanently resides in the STRP or in the principal residential unit with which the STRP is associated on the same lot.",NULL,NULL,N,NULL,562,16:53.7,NULL,NULL,NULL
775,1,CAAZ_STRP_Signs,Signage Prohibited,"Section 6.28.030 (E) Signage: Signs, advertising, or any other display on the property indicating that the dwelling unit is being utilized, in whole or in part, as a STRP is prohibited.",NULL,NULL,N,NULL,562,17:54.6,NULL,NULL,NULL
776,1,CAAZ_STRP_Noise,Excessive Noise / Waste,Section 6.28.030 (F) Noise: All STRP occupants shall abide by all applicable noise restrictions contained in the Metropolitan Code and all applicable waste management provisions of Chapter 10.20 of the Metropolitan Code.,NULL,NULL,N,NULL,562,18:37.4,NULL,NULL,NULL
777,1,CAAZ_STRP_RV,"RV - Campers, Buses Prohibited","Section 6.28.030(H) Prohibited Vehicles:  No recreational vehicles, buses, or trailers shall be visible on the street or property in conjunction with the STRP use.",NULL,NULL,N,NULL,562,20:04.5,NULL,NULL,NULL
778,1,CAAZ_STRP_Food,Food Provided Prohibited,Section 6.28.030 (I) Food To Guests Prohibited: No food shall be prepared for or served to the transient by the permit holder.,NULL,NULL,N,NULL,562,20:47.7,NULL,NULL,NULL
779,1,CAAZ_STRP_ExcessOccu,Excess Occupancy,Section 6.28.030 ( K) Maximum Occupancy: The maximum number of paying adult guests permitted on a STRP property at any one time shall not exceed more than twice the number of sleeping rooms plus four. Simultaneous rental to more than one party under separate contracts shall not be allowed. The occupancy maximum shall be conspicuously posted within the STRP unit.,NULL,NULL,N,NULL,562,22:10.5,NULL,NULL,NULL
780,1,CAAZ_STRP_OccLimits,Occupancy Time Limits,Section 6.28.030 (L) Occupancy Time Limts: The STRP owner shall not receive any compensation or remuneration to permit occupancy of a STRP for a period of less than twenty-four (24) hours. The maximum stay for any guest shall be thirty (30) consecutive days.,NULL,NULL,N,NULL,562,22:47.4,NULL,NULL,NULL
781,1,BB708020,Sales without a permit,M.C.L 7.08.020: No person shall sell beer within the territorial jurisdiction of the metropolitan government without being the holder of a valid annual permit issued by the metropolitan beer permit board.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
782,1,BB708030B,Off Sale - consume on or near premises,"M.C.L 7.08.030B: A retailer's ""off-sale"" permit shall be issued to any person engaged in the sale of beer for consumption and not resale where the beer sold is not to be consumed by the purchaser upon or near the premises of such seller.",NULL,NULL,N,NULL,2,00:00.0,10635,44:37.3,NULL
783,1,BB708030C,On sale required for on premise consume,"M.C.L 7.08.030C: A retailer's ""on-sale"" permit shall be issued to any person engaged in the sale of beer where the beer is to be consumed by the purchaser or his guests upon the premises of the seller. A retailer's on-sale permit may be issued to regularly conducted hotels or motels and to regularly incorporated clubs and lodges in which places beer may be sold and consumed by the purchaser when a retailer's on-sale permit has been issued for the premises.",NULL,NULL,N,NULL,2,00:00.0,10635,44:57.4,NULL
784,1,BB708030D,Caterer Permit,"M.C.L 7.08.030D: A caterer's permit shall be issued to any person who has obtained a caterer license from the state alcoholic beverage commission for sale and consumption of wine and other alcoholic beverages, pursuant to Chapter 4 of Title 57 of the Tennessee Code Annotated (T.C.A. § 57-4-101 et seq.), and who is engaged in the sale of beer where the beer is to be consumed by the purchaser or his guests upon the premises of the catered event site.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
785,1,BB708030E,Special Event - sales on premises,"M.C.L 7.08.030E: A retailer's special events permit shall be issued to any person en­gaged in the sale of beer for consumption by the purchaser upon the pre­mises of the seller for a specified period of time, and in conjunction with certain types of activities, including, but not limited to fairs, bazaars, and similar public or private social events. ",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
786,1,BB708040B3,Owners convict beer laws moral turpitude,"M.C.L 7.08.040B3: That no person, firm, corporation, joint-stock company, syndicate, or association having a least a five percent ownership interest in the establish­ment has been convicted of any violation of the laws against possession, sale, manufacture, or transportation of beer or other alcoholic beverages or any crime involving moral turpitude within the past ten years;",NULL,NULL,N,NULL,2,00:00.0,10635,45:50.3,NULL
787,1,BB708040B5,Owners incarcerated moral turpitude,"M.C.L 7.08.040B5: That no person having at least a five percent ownership interest in the establishment has been released from incarceration within the past ten years for conviction of any crime involving moral turpitude. Proof of the date of release from incarceration of any applicant convicted of any crime involving moral turpitude shall be furnished by the applicant to the beer board prior to the consideration of such application. For purposes of this subsection, ""moral turpitude"" means premeditated murder, all sex related crimes, the illegal sale of Schedule I and II controlled substances, and crimes of fraud or embezzlement.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
788,1,BB708040G,Supplemental Application Information,M.C.L 7.08.040G: An applicant or permit holder shall amend or supplement the information provided in its application promptly if a change in circumstances affects the responses in its application.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
789,1,BB708040H,False statement on application,"M.C.L 7.08.040H: Any applicant making a false statement in an application shall forfeit his permit, and shall not be eligible to receive any permit for a period of ten years. ",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
790,1,BB708060B,Payment of Privilege Tax,"M.C.L 7.08.060B: All permit holders shall pay an annual privilege tax of one hundred dollars to the metropolitan beer permit board for the privilege of selling beer within the state, pursuant to Tennessee Code Annotated Section 57-5-104(b)(1).",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
791,1,BB708070A,BB public place,"M.C.L 7.08.070A: The premises are declared to be a public place for the purpose of inspection by the beer inspectors, by officers of the police department or by any other duly authorized law enforcement officer.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
